session_swing,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz
353_8,213.9893,-137.2882,212.6077,-77.8723,850.6892,27.6803,63.5558,-543.5194,127.981,-274.696,1414.4847,-8.9137,351.2775,290.48,823.0089,607.0752,402.677,1423.3984
358_1,223.6911,-184.9488,297.5476,-212.8482,1107.477,-14.2932,137.4463,-676.9619,258.9944,-329.7405,1422.9753,-8.6389,408.6399,510.3958,1121.7702000000002,814.4082000000001,588.7348999999999,1431.6142
358_3,211.9732,-137.8678,285.9199,-179.6869,1056.2117,0.7209,136.6489,-715.0732,219.6417,-342.4981,1595.6804,-5.8956,349.841,465.6068,1055.4908,851.7221000000001,562.1398,1601.576
358_5,185.06,-210.5183,314.0179,-218.265,1129.065,0.1505,177.5496,-781.7079,254.0924,-323.1894,1723.3564,-8.428,395.5783,532.2828999999999,1128.9145,959.2574999999999,577.2818,1731.7844
358_6,214.4714,-183.826,295.7571,-238.3763,1092.8526,-11.849,189.5158,-819.3793,220.4583,-285.818,1740.2135,-7.501,398.2974,534.1333999999999,1104.7015999999999,1008.8951,506.2763,1747.7145
358_7,203.605,-186.4043,322.0392,-159.9795,1100.0801,-6.9815,118.6352,-669.6285,226.1037,-333.7046,1392.8634,-8.6367,390.0093,482.01869999999997,1107.0616,788.2637,559.8083,1401.5001
358_8,203.4908,-179.2162,302.712,-101.3775,1134.4669,-4.3312,179.2271,-754.4432,247.8509,-307.6274,1466.7213,-7.6661,382.707,404.0895,1138.7981,933.6703,555.4783,1474.3873999999998
360_1,57.2991,-272.3604,170.4984,-81.6365,777.2496,-5.5159,111.0102,-475.1958,146.6209,-396.0215,1651.791,2.5962,329.65950000000004,252.13490000000002,782.7655,586.206,542.6424,1649.1948
360_2,143.7033,-190.7058,171.7836,-90.2197,766.0509,-5.2835,31.8967,-564.8913,136.2037,-385.4295,1553.0633,6.8649,334.4091,262.0033,771.3344,596.788,521.6332,1546.1984
360_3,173.5196,-160.3088,207.4177,-164.5615,769.5374,-5.2095,51.6014,-615.9249,161.8646,-389.4597,1515.3949,4.9756,333.8284,371.9792,774.7469000000001,667.5263,551.3243,1510.4193
360_4,132.515,-184.8511,215.7016,-57.1777,771.2878,-1.97,41.9569,-591.0807,154.8483,-424.4966,1508.1075,2.6873,317.36609999999996,272.8793,773.2578,633.0376,579.3449,1505.4202
360_6,139.0659,-156.4128,153.4509,-49.9867,801.6691,-9.9506,30.6562,-600.6161,167.9848,-383.1172,1546.2347,3.5914,295.4787,203.43759999999997,811.6197,631.2723,551.1020000000001,1542.6433
360_7,188.184,-180.4229,175.9683,-150.3409,761.2436,-11.3439,52.2715,-522.8867,103.1863,-376.1411,1516.396,6.6972,368.6069,326.30920000000003,772.5875,575.1582000000001,479.3274,1509.6988
360_8,139.596,-215.0305,194.6313,-42.3479,790.7598,-7.2786,33.9341,-605.9661,173.2165,-505.6152,1688.2285,2.7348,354.62649999999996,236.97920000000002,798.0384,639.9002,678.8317,1685.4937
363_1,233.0146,-175.3614,190.0459,-99.5221,875.3517,20.1291,62.4538,-744.9326,194.5858,-318.3789,1759.4676,-2.4246,408.376,289.568,855.22260000000006,807.3864,512.9647,1761.8922
363_2,226.8134,-196.3627,218.6881,-91.5219,929.954,57.8234,92.064,-742.7661,153.0662,-341.8928,1728.4137,-10.2658,423.1761,310.21,872.1306,834.8301,494.95900000000006,1738.6795
363_3,205.9259,-191.5158,194.5564,-97.7651,995.552,34.7354,68.6565,-685.7723,143.0324,-310.0693,1644.3545,-10.0893,397.4417,292.3215,960.8166,754.4287999999999,453.1017,1654.4438
363_4,231.1445,-164.2724,222.0151,-90.9946,963.8912,40.4567,72.2938,-761.2857,161.1769,-316.7198,1641.5018,-9.7185,395.4169,313.0097,923.4345000000001,833.5795,477.8967,1651.2203
363_5,208.4258,-130.0838,216.5386,-106.9536,996.5386,35.441,65.1699,-691.9464,227.576,-352.6962,1426.6309,-10.5072,338.5096,323.4922,961.09759999999994,757.1163,580.2722,1437.1381000000001
363_6,279.1427,-196.2492,201.9937,-89.5905,898.6246,32.8752,34.165,-794.3064,184.1096,-293.0435,1640.0744,-4.0385,475.39189999999996,291.5842,865.7494,828.4714,477.1531,1644.1129
363_7,230.0575,-171.023,218.3512,-111.0458,882.3438,44.7267,55.8148,-730.2113,173.9162,-360.2457,1585.2042,-7.8955,401.08050000000003,329.397,837.6170999999999,786.0261,534.1619000000001,1593.0997
363_8,251.0129,-181.9306,219.083,-93.1522,946.302,41.0365,72.7511,-732.4328,176.4222,-297.5927,1676.7935,-9.0332,432.9435,312.23519999999996,905.2655,805.1839,474.0149,1685.8267
36_1,215.8962,-279.6227,200.9036,-133.2855,841.5244,-3.6819,87.8,-653.7858,169.9484,-401.0789,1851.3189,-9.8407,495.51890000000003,334.18910000000005,845.2063,741.5858,571.0273,1861.1596
36_2,267.1726,-272.201,203.6824,-201.8103,1022.3248,9.0114,86.2355,-713.7916,145.2313,-422.2891,1822.2768,-7.7219,539.3736,405.4927,1013.3134,800.0271,567.5204,1829.9987
36_3,222.3386,-275.116,207.1545,-147.9269,889.0581,-1.8157,110.3737,-710.8869,197.671,-368.2784,1840.4718,-6.1503,497.4546,355.08140000000003,890.8738,821.2606,565.9494,1846.6221
36_4,220.3201,-311.3094,171.7737,-119.6646,1007.1282,-6.2084,91.0338,-763.2229,137.6488,-270.5869,1942.4133,-5.0641,531.6295,291.43829999999997,1013.3366,854.2567,408.2357,1947.4774
36_5,254.4925,-284.7628,166.87,-119.8668,969.2994,20.424,133.135,-781.0772,240.1332,-284.8749,1810.4322,-3.0826,539.2553,286.7368,948.8754,914.2121999999999,525.0081,1813.5148
376_1,220.0059,-165.1997,255.8261,-50.9154,835.9971,-5.137,54.8596,-1038.4427,410.8382,-455.4844,2182.2395,-2.9974,385.2056,306.7415,841.1341,1093.3023,866.3226,2185.2369000000003
376_2,251.0429,-200.5829,183.871,-93.8299,847.7793,-17.4561,34.9085,-936.496,347.3839,-515.7215,2109.0529,-2.6628,451.6258,277.7009,865.2354,971.4045,863.1053999999999,2111.7157
376_3,222.8697,-150.9946,203.9848,-82.4839,862.4394,-2.2919,34.6547,-890.4741,346.4545,-512.188,2119.6359,1.8003,373.86429999999996,286.4687,864.7313,925.1288000000001,858.6424999999999,2117.8356000000003
376_4,448.4406,-173.0138,184.4707,-60.7221,914.6544,7.9454,47.5485,-1160.9364,460.1684,-491.8872,2194.0642,2.8798,621.4544000000001,245.19279999999998,906.7090000000001,1208.4849000000002,952.0556,2191.1843999999996
376_6,291.9924,-147.1008,186.8006,-53.729,875.2451,-8.5,112.2273,-930.052,444.5227,-411.4074,2040.5368,2.7655,439.09319999999997,240.52960000000002,883.7451,1042.2793,855.9301,2037.7713
376_7,277.7121,-182.8955,195.6389,-61.9613,840.6232,-16.6278,41.4139,-847.2775,350.0762,-539.6017,1881.2634,0.6186,460.60760000000005,257.60020000000003,857.251,888.6914,889.6779,1880.6448
376_8,243.228,-200.1123,190.7588,-71.665,888.2373,-20.0188,71.9579,-1001.68,372.7692,-567.5392,2158.172,1.7927,443.3403,262.42380000000003,908.2561000000001,1073.6379,940.3084000000001,2156.3793
378_1,238.3269,-178.943,212.2936,-115.6459,918.4956,-12.0978,71.0833,-537.6127,110.0179,-340.6855,1335.9871,-3.0601,417.2699,327.9395,930.5934,608.696,450.7034,1339.0472
378_2,255.2578,-158.5815,180.9231,-115.039,932.0176,-3.4677,21.786,-506.5122,95.8378,-362.522,1132.5874,-6.9418,413.8393,295.9621,935.4853,528.2982,458.3598,1139.5292
378_3,248.7092,-164.738,181.577,-106.2939,913.937,-12.6344,56.8914,-526.8244,99.8063,-336.6818,1245.4384,-4.7738,413.4472,287.8709,926.5714,583.7158,436.48810000000003,1250.2122
378_4,244.1262,-170.4285,174.8476,-77.1384,936.0492,-8.905,57.0291,-503.4282,100.5954,-344.2274,1223.5619,-5.1468,414.5547,251.986,944.9542,560.4573,444.8228,1228.7087
378_5,227.7551,-184.393,197.6499,-132.924,912.4511,-12.8627,59.4222,-492.1086,129.1617,-352.7015,1275.4793,-8.9766,412.1481,330.5739,925.3138,551.5308,481.8632,1284.4559
378_6,218.6182,-180.0871,209.3169,-92.809,916.7998,-4.8685,71.7558,-529.1221,99.6241,-369.2932,1245.6579,-8.58,398.70529999999997,302.1259,921.6683,600.8779000000001,468.9173,1254.2378999999999
378_7,211.9817,-172.9863,206.5745,-82.3042,938.3655,-1.0175,71.7142,-520.883,80.1756,-345.683,1268.6667,-8.3048,384.96799999999996,288.8787,939.383,592.5972,425.8586,1276.9715
378_8,219.8335,-174.5328,217.0856,-65.5059,961.8611,-3.4977,55.3095,-38.3772,8.9473,-10.6512,14.3343,-8.1562,394.3663,282.5915,965.3588,93.6867,19.5985,22.4905
383_1,295.992,-264.3759,241.6707,-139.7592,1013.0868,-3.4015,35.3591,-790.4085,177.0273,-353.3571,1757.6535,-4.3817,560.3679,381.4299,1016.4883000000001,825.7676,530.3844,1762.0351999999998
383_2,281.6296,-245.486,250.422,-115.2257,1225.9391,-1.7427,123.523,-823.0561,193.5092,-366.9474,1592.0788,-3.9121,527.1156,365.6477,1227.6818,946.5791,560.4566,1595.9909
383_3,279.6888,-237.1087,206.5278,-104.8308,1076.0344,-2.8991,77.458,-857.2943,199.6656,-389.6024,1768.0859,-2.493,516.7975,311.3586,1078.9335,934.7523,589.268,1770.5789
383_4,267.6725,-241.7866,200.5183,-111.252,1034.35,-0.6432,76.2142,-800.4818,149.6295,-424.965,1614.5187,-2.6708,509.45910000000003,311.7703,1034.9932,876.696,574.5944999999999,1617.1895000000002
383_5,293.7739,-235.6838,175.7235,-127.7586,1023.6958,-1.7914,64.6474,-766.5013,217.5597,-396.9853,1519.7539,-3.6679,529.4577,303.4821,1025.4872,831.1487,614.545,1523.4217999999998
383_6,298.1805,-232.2568,197.9928,-119.1588,1033.2577000000001,-1.0235,108.0346,-875.8389,201.7219,-340.4302,1719.3257,-3.7618,530.4373,317.1516,1034.2812000000001,983.8734999999999,542.1521,1723.0875
383_7,287.5844,-247.1561,203.5206,-104.1367,1004.7512,-7.565,95.261,-831.8752,198.2105,-406.8802,1673.4607,-3.3353,534.7405,307.6573,1012.3162000000001,927.1361999999999,605.0907,1676.796
383_8,263.1293,-230.2804,206.2524,-111.5804,1059.6533,-3.7401,68.2784,-708.5371,161.5033,-454.1615,1453.6156,-4.0495,493.4097,317.8328,1063.3934,776.8155,615.6648,1457.6651000000002
391_1,298.091,-319.0492,193.9123,-93.8364,832.7159,-6.1914,215.6186,-1028.2298,152.9625,-539.9422,2051.5718,-12.3959,617.1402,287.7487,838.9073000000001,1243.8484,692.9046999999999,2063.9677
391_2,289.6133,-392.9429,195.3229,-128.3467,839.0913,-7.2917,179.5756,-998.9713,151.5702,-557.6872,2164.4607,-12.0182,682.5562,323.6696,846.383,1178.5469,709.2574,2176.4789
391_3,274.8715,-425.8115,201.5684,-98.2569,859.7115,-6.7252,188.7431,-1145.3623,150.2878,-562.7901,2251.332,-19.1919,700.683,299.82529999999997,866.4367,1334.1054,713.0779,2270.5238999999997
391_4,251.0699,-499.8624,186.1623,-122.3933,884.9406,-43.3411,197.4964,-1100.5422,156.0179,-540.679,2346.0441,-17.3219,750.9322999999999,308.55559999999997,928.2817,1298.0386,696.6968999999999,2363.366
391_5,247.8792,-412.1018,217.9655,-87.31,858.5062,-1.8949,200.7828,-1131.4054,215.8778,-467.3759,2230.0569,-18.9467,659.981,305.27549999999997,860.4011,1332.1882,683.2537,2249.0036
391_6,267.945,-524.5092,176.0467,-124.9789,838.8548,-8.5902,197.4909,-1060.7526,175.108,-525.8978,2142.154,-17.851,792.4541999999999,301.0256,847.4449999999999,1258.2435,701.0057999999999,2160.005
391_7,278.6965,-460.2598,198.13,-120.5518,838.6953,-19.563,185.2755,-1080.2155,208.4032,-555.4012,1988.1123,-17.3612,738.9563,318.6818,858.2583,1265.491,763.8044,2005.4735
391_8,263.4655,-436.1864,203.5689,-99.9208,830.5435,-10.767,218.3806,-1117.5336,160.3591,-519.1307,2142.4027,-18.2759,699.6519000000001,303.4897,841.3105,1335.9142,679.4898000000001,2160.6786
396_1,246.2532,-147.8026,224.5446,-95.9988,819.4843,144.2391,186.1852,-957.8253,114.6786,-337.5108,1833.4899,-3.98,394.0558,320.5434,675.2452,1144.0104999999999,452.18940000000003,1837.4699
396_2,241.4521,-103.5451,263.2666,-132.3452,838.4616,92.9203,169.2939,-949.919,96.6243,-355.6979,1855.728,-1.7982,344.9972,395.6118,745.5413,1119.2129,452.3222,1857.5262
396_3,245.9713,-113.8389,221.5354,-86.4427,838.8491,24.4213,172.3588,-964.1992,109.1887,-356.6673,1919.6576,-2.8706,359.8102,307.97810000000004,814.4278,1136.558,465.856,1922.5282
396_4,269.6846,-136.7551,218.8034,-74.9209,859.1653,61.7823,171.6915,-1062.7954,120.606,-378.1093,1871.4241,-3.8082,406.4397,293.7243,797.383,1234.4868999999999,498.7153,1875.2323
396_5,226.6911,-126.8055,236.9256,-81.7488,824.0931,135.9696,199.0196,-1016.5543,106.6898,-416.9637,2234.2763,-10.2482,353.4966,318.6744,688.1235,1215.5739,523.6535,2244.5245
396_6,234.3597,-113.6599,257.6502,-123.5597,811.8106,47.2007,186.9864,-997.3354,90.8773,-419.5844,2118.8284,-9.7543,348.01959999999997,381.2099,764.6099,1184.3218000000002,510.4617,2128.5827
396_7,308.9808,-81.7606,210.7812,-151.4,842.7677,0.7472,191.968,-1097.0495,145.6678,-396.0651,2035.1022,-5.9735,390.7414,362.1812,842.0205,1289.0175000000002,541.7329,2041.0757
396_8,257.2875,-116.0983,261.0553,-91.5875,825.6711,4.0983,171.9339,-1086.1553,108.114,-424.2232,2058.4365,-8.8418,373.3858,352.64279999999997,821.5728,1258.0892,532.3372,2067.2783
398_1,311.5972,-74.1196,122.3877,-64.3211,878.0671,26.045,36.2385,-400.6153,153.138,-278.7153,1219.1178,-1.2129,385.7168,186.7088,852.0221,436.8538,431.8533,1220.3307
398_2,341.1519,-172.0512,113.7849,-77.0006,914.9522,-8.3436,41.1654,-513.0141,200.9549,-246.1764,1224.2615,-0.7141,513.2031,190.7855,923.2958,554.1795,447.1313,1224.9756
398_3,277.1659,-94.5541,134.1243,-78.7836,928.0596,20.1574,14.8215,-469.2849,140.9144,-257.5049,1364.3857,-0.8088,371.72,212.9079,907.9022,484.1064,398.4193,1365.1945
398_4,296.6927,-84.1712,156.3508,-189.7521,896.6147,-0.5023,107.9207,-432.5995,257.3432,-279.921,1271.9945,-0.0829,380.8639,346.1029,897.117,540.5201999999999,537.2642000000001,1272.0774000000001
398_5,348.5213,-78.9336,134.9434,-108.2869,888.3894,32.0578,72.9332,-442.5885,271.4225,-244.3423,1358.2659,-0.2732,427.4549,243.2303,856.3316,515.5217,515.7648,1358.5391000000002
398_6,306.7565,-102.1097,149.0591,-52.5865,968.1878,0.5801,33.4567,-405.5546,146.8091,-270.3129,1113.608,-0.1497,408.86620000000005,201.6456,967.6077,439.0113,417.122,1113.7576999999999
398_7,259.6826,-85.7231,137.095,-87.1167,883.3087,14.2948,45.487,-439.8598,253.7997,-260.2255,1312.2074,-0.4487,345.40569999999997,224.2117,869.0139,485.34680000000003,514.0252,1312.6561
426_1,224.6695,-132.73,218.2326,-72.7314,931.3997,-11.5991,31.4787,-495.3332,97.0495,-399.8277,1731.5626,-0.2689,357.3995,290.964,942.9988000000001,526.8118999999999,496.8772,1731.8315
426_2,244.695,-157.6222,215.4633,-120.5577,935.0685,-2.8324,27.9978,-528.5822,141.248,-370.6336,1722.5292,-0.1489,402.31719999999996,336.021,937.9009,556.5799999999999,511.8816,1722.6780999999999
426_3,258.4795,-155.2567,233.4493,-95.181,901.3368,3.7312,31.9202,-574.1343,139.9372,-393.8518,1843.8338,-0.6288,413.73619999999994,328.6303,897.6056000000001,606.0545000000001,533.789,1844.4626
426_4,223.2904,-182.7482,224.0707,-104.2423,923.8243,1.1361,23.5987,-541.6033,125.7355,-377.4558,1655.5188,-0.4346,406.0386,328.313,922.6881999999999,565.202,503.1913,1655.9534
426_5,290.2326,-218.9155,214.15,-128.2923,1107.1962,-25.0855,14.9921,-655.6854,127.2067,-384.8798,1997.8097,-3.9305,509.1481,342.44230000000005,1132.2817,670.6775,512.0865,2001.7402
426_6,239.6971,-144.8185,242.1588,-85.9672,903.6433,-4.3223,32.1397,-533.2382,101.464,-409.1509,1765.342,-0.1489,384.5156,328.12600000000003,907.9656,565.3779,510.6149,1765.4909
426_7,258.203,-172.4797,239.8344,-88.0573,898.1898,-5.7687,67.8616,-592.2269,128.5373,-402.7314,1835.9926,-1.89,430.68269999999995,327.8917,903.9585,660.0885,531.2687,1837.8826000000001
426_8,234.2393,-151.6817,247.2921,-64.5292,905.1755,-18.7428,64.8038,-498.3574,87.6445,-407.7177,1587.4101,0.4008,385.921,311.8213,923.9183,563.1612,495.3622,1587.0093000000002
42_1,181.7598,-122.4127,299.6583,-144.0574,989.2109,15.3647,354.0204,-904.0153,294.5099,-572.8863,2059.2877,-6.3101,304.1725,443.71569999999997,973.8462000000001,1258.0357,867.3962,2065.5978
42_2,289.7415,-140.6817,256.1453,-118.2239,1247.2254,-35.8868,368.77,-1025.4412,361.3389,-583.8006,2383.5004,-9.3824,430.42319999999995,374.36920000000003,1283.1122,1394.2112,945.1395,2392.8828
42_3,207.9058,-154.5612,271.403,-67.6224,989.1381,-24.9642,316.7443,-874.0661,339.1497,-456.3813,2108.7288,-3.5978,362.467,339.0254,1014.1023,1190.8104,795.531,2112.3266
42_4,324.6179,-119.0076,249.4196,-104.5355,977.9111,13.9801,280.183,-915.1744,244.2437,-579.86,2304.7147,-2.9137,443.6255,353.9551,963.931,1195.3573999999999,824.1037,2307.6284
42_5,291.3114,-116.0753,251.5123,-107.4953,988.021,-19.0029,322.3441,-894.0857,351.5225,-553.6308,1978.8261,-4.3605,407.3867,359.0076,1007.0238999999999,1216.4298,905.1533,1983.1866
43_1,318.8864,-158.1602,186.2598,-121.751,1098.0574,1.0641,199.08,-1222.4444,143.9029,-234.9615,2115.6274,-7.0906,477.0466,308.0108,1096.9932999999999,1421.5244,378.8644,2122.718
43_4,294.1191,-201.881,217.2204,-242.1186,1159.0569,-27.4939,181.3082,-1270.0657,157.4516,-228.8365,2217.6994,-4.868,496.0001,459.339,1186.5508,1451.3739,386.2881,2222.5674
440_1,253.2249,-111.2149,232.3472,-63.3613,853.7794,-4.1979,8.8704,-546.7749,81.7569,-322.3812,1094.7329,-2.8016,364.4398,295.70849999999996,857.9773,555.6453,404.1381,1097.5345
440_2,271.5286,-143.5558,233.8381,-71.219,876.6084,-2.1297,101.0721,-642.115,162.4508,-365.7237,1271.1957,-4.4318,415.08439999999996,305.0571,878.7380999999999,743.1871,528.1745,1275.6275
440_3,270.5869,-89.4478,234.7931,-53.0227,853.2084,-1.6892,7.2507,-567.2907,79.0543,-334.7824,1169.0445,-2.7403,360.03470000000004,287.8158,854.8976,574.5414000000001,413.8367,1171.7848
440_4,305.0419,-129.5423,209.1177,-61.2263,920.832,-10.307,78.0448,-649.8392,170.8061,-323.3985,1279.6696,-1.5914,434.5842,270.344,931.139,727.884,494.2046,1281.261
440_5,246.725,-100.7846,250.7639,-57.5918,847.6005,-9.6374,20.7831,-646.035,162.2762,-346.8221,1229.3512,-3.3808,347.5096,308.3557,857.2379,666.8181,509.0983,1232.732
440_6,295.4546,-112.1781,200.7089,-59.524,864.8693,22.8381,16.5532,-590.6498,169.5861,-325.1204,1221.4197,-2.4953,407.6327,260.2329,842.0311999999999,607.203,494.7065,1223.915
440_7,293.0571,-108.2221,234.3467,-82.8348,837.7557,-5.1781,81.0833,-673.1659,170.295,-381.9815,1346.8652,-3.3618,401.2792,317.1815,842.9338,754.2492,552.2764999999999,1350.2269999999999
440_8,324.2797,-79.3424,209.6424,-36.1991,848.4773,-4.7757,6.6306,-578.9224,163.0099,-342.2344,1205.1292,-2.2215,403.6221,245.8415,853.253,585.553,505.24429999999995,1207.3507000000002
447_1,248.5295,-116.2001,183.8666,-41.0207,827.731,-1.276,39.7529,-751.941,175.4777,-354.9242,1697.9461,-2.8974,364.7296,224.8873,829.007,791.6939,530.4019,1700.8435
447_2,238.0188,-104.28,188.8429,-48.7495,803.2296,15.3525,113.6637,-778.8345,221.5504,-407.1242,1800.3818,-3.1693,342.29880000000003,237.5924,787.8771,892.4982,628.6745999999999,1803.5511000000001
447_3,306.5342,-125.399,157.6736,-32.9344,838.9311,13.95,33.2224,-775.8474,162.7051,-312.6321,1947.6042,-0.238,431.9332,190.608,824.9811,809.0698,475.33719999999994,1947.8422
447_4,289.5919,-130.9808,158.281,-48.4422,810.2804,4.5547,8.34,-640.2934,209.9313,-376.6784,1594.9243,-1.3604,420.5727,206.72320000000002,805.7257,648.6334,586.6097,1596.2847
447_5,269.1857,-101.6072,210.3772,-57.0707,815.7219,17.4739,31.8969,-721.3527,206.3527,-346.0044,1515.5135,-4.2324,370.79290000000003,267.4479,798.248,753.2496,552.3571,1519.7459000000001
447_6,289.9137,-160.1902,149.0978,-38.1369,827.1252,20.6741,71.0822,-859.7248,180.3204,-382.5366,2094.9437,-2.7797,450.1039,187.2347,806.4511,930.807,562.857,2097.7234
447_7,243.4074,-131.0899,168.995,-34.1627,829.8132,25.1465,17.1228,-662.1966,191.6496,-405.0902,1832.3227,-3.4596,374.4973,203.1577,804.6667000000001,679.3194,596.7398,1835.7822999999999
447_8,274.3762,-126.3762,154.8209,-35.8561,823.3809,2.9507,53.5887,-825.6194,209.3258,-371.3549,2031.275,-2.9573,400.75239999999997,190.677,820.4302,879.2081000000001,580.6807,2034.2323000000001
448_1,215.572,-69.0867,201.4908,-115.9853,864.0948,37.2233,197.042,-892.7018,133.3503,-460.9145,2125.7258,-16.5623,284.6587,317.4761,826.8715,1089.7438,594.2647999999999,2142.2881
448_2,252.078,-120.17,172.1858,-103.3747,843.6146,37.5238,199.6554,-1005.2943,112.9847,-430.0853,2307.6209,-10.4555,372.248,275.5605,806.0908,1204.9497000000001,543.07,2318.0764
448_3,238.7916,-65.1842,192.3776,-123.0804,866.5568,128.8131,167.606,-915.1691,124.7059,-418.0884,1898.2507,-10.2299,303.9758,315.45799999999997,737.7437,1082.7750999999998,542.7943,1908.4806
448_4,238.0295,-104.8266,215.9741,-108.1453,864.774,65.106,179.0356,-885.0402,163.8701,-512.6186,1843.7627,-11.9498,342.8561,324.1194,799.668,1064.0758,676.4887,1855.7125
448_5,272.7548,-133.761,168.5802,-79.7417,849.349,64.9408,225.8749,-952.8895,182.9592,-427.6831,1942.4837,-6.0517,406.5158,248.32189999999997,784.4082000000001,1178.7644,610.6423,1948.5354
448_6,266.5622,-125.5189,172.242,-71.1061,875.3538,39.1277,236.1394,-1179.8856,140.6679,-421.6197,2587.5028,-15.3615,392.0811,243.3481,836.2261,1416.025,562.2876,2602.8643
448_7,269.3209,-130.3961,159.3498,-82.5078,842.4783,68.714,178.6939,-916.5056,172.8715,-470.7404,1989.6466,-6.0711,399.717,241.8576,773.7643,1095.1995,643.6119,1995.7177
448_8,258.3463,-135.2811,174.3128,-116.1681,865.4649,62.9586,193.9047,-1005.7749,123.3731,-415.716,2114.6069,-9.1396,393.62739999999997,290.4809,802.5062999999999,1199.6796,539.0891,2123.7465
450_1,210.4302,-76.6031,237.9697,-93.5262,789.538,40.5622,155.3653,-899.7098,136.6604,-389.5541,2000.7195,-15.5845,287.0333,331.4959,748.9758,1055.0751,526.2145,2016.3039999999999
450_2,201.6292,-37.7855,232.9229,-70.1544,784.9112,59.6814,149.7417,-864.636,135.114,-422.8134,1827.3249,-16.5331,239.41469999999998,303.0773,725.2298000000001,1014.3777,557.9274,1843.8580000000002
450_3,242.6751,-81.9875,172.1141,-53.7718,805.233,-27.0159,104.6077,-987.4424,187.0029,-474.8884,2451.5253,-12.0784,324.6626,225.8859,832.2488999999999,1092.0501,661.8913,2463.6036999999997
450_4,205.5203,-35.6143,228.2624,-92.3444,810.5974,70.0705,168.6027,-1034.6598,151.8998,-450.4422,2293.7968,-22.7958,241.13459999999998,320.6068,740.5269,1203.2624999999998,602.342,2316.5926
450_5,210.8114,-82.2857,222.6309,-67.4198,808.758,27.0286,126.927,-929.9748,114.7453,-448.5431,2085.8937,-16.6897,293.0971,290.0507,781.7294,1056.9017999999999,563.2884,2102.5834
450_6,207.8948,-59.2236,209.9433,-60.8737,807.2606,45.6891,147.1341,-1094.1426,166.5764,-445.9203,2408.3956,-21.7348,267.1184,270.817,761.5714999999999,1241.2767,612.4967,2430.1304
450_7,208.022,-38.9533,238.7054,-59.3169,800.2197,77.5294,127.4373,-934.641,115.726,-429.1661,1910.6161,-22.8927,246.9753,298.0223,722.6903,1062.0783,544.8921,1933.5088
450_8,220.0417,-42.9019,234.8046,-86.6771,780.9557,42.211,177.1062,-941.0742,149.105,-381.9026,1903.4091,-16.6866,262.9436,321.4817,738.7447,1118.1804,531.0076,1920.0957
451_1,177.4505,-149.0208,234.1012,-104.1328,874.093,-3.1334,163.882,-905.1548,104.7699,-356.4658,1671.192,-4.0046,326.47130000000004,338.23400000000004,877.2264,1069.0368,461.2357,1675.1966
451_2,196.7789,-142.0677,201.8013,-140.0585,941.3033,-6.6894,120.5023,-873.9018,108.0222,-389.1501,1848.8403,-10.5706,338.84659999999997,341.8598,947.9927,994.4041,497.1723,1859.4109
451_3,154.0083,-68.2434,207.6337,-61.9456,861.9304,12.6262,187.8878,-852.616,157.3782,-335.5081,1766.9425,-6.0292,222.25169999999997,269.5793,849.3041999999999,1040.5038,492.8863,1772.9717
451_4,190.9917,-151.4066,206.13,-69.7845,887.0488,-5.0823,174.1564,-834.286,155.9242,-394.1772,1649.6085,-6.3668,342.3983,275.9145,892.1311000000001,1008.4423999999999,550.1014,1655.9753
451_5,197.6454,-172.0802,192.0898,-54.2967,853.5206,-25.3966,138.6656,-856.1387,135.1178,-403.1829,1695.7836,-6.3521,369.7256,246.3865,878.9172,994.8043,538.3007,1702.1357
451_6,169.6929,-110.5678,199.9543,-106.5982,861.4441,16.338,174.9563,-801.3519,135.4803,-347.7082,1517.5761,-5.7328,280.26070000000004,306.5525,845.1061000000001,976.3081999999999,483.1885,1523.3089
451_7,210.422,-124.518,195.0767,-159.3819,1001.8408,-3.5252,190.354,-868.6452,179.2864,-389.4975,1607.8228,-7.2892,334.94,354.4586,1005.366,1058.9992,568.7839,1615.1119999999999
451_8,219.4705,-113.3843,195.6275,-91.9858,889.8234,-16.601,152.6704,-940.8065,116.1055,-410.4956,1658.7024,-11.0598,332.85479999999995,287.6133,906.4244,1093.4769000000001,526.6011000000001,1669.7622
45_1,162.5233,-197.2225,299.2515,-147.0339,836.4668,1.6704,28.4824,-456.6364,145.5513,-301.4299,1632.8011,-2.9109,359.74580000000003,446.2854,834.7964000000001,485.11879999999996,446.98119999999994,1635.712
45_2,164.3069,-249.0381,218.333,-132.1705,846.4575,-46.9512,31.4444,-427.5403,142.7354,-228.388,1473.0886,-0.1566,413.345,350.50350000000003,893.4087,458.9847,371.1234,1473.2452
45_3,184.5606,-284.2165,264.0933,-237.7172,830.2523,-52.4506,36.8309,-478.3725,142.3691,-214.8354,1385.3054,-2.7236,468.7771,501.8105,882.7029,515.2034,357.2045,1388.029
45_4,164.742,-252.1608,252.9513,-154.144,847.0341,-40.9487,34.2232,-457.29,141.7466,-272.2517,1385.8154,-1.8007,416.90279999999996,407.0953,887.9828,491.51320000000004,413.99830000000003,1387.6161
