session_swing,range_lead_hip_x,range_lead_hip_y,range_lead_hip_z,range_lead_shoulder_x,range_lead_shoulder_y,range_lead_shoulder_z,range_pelvis_x,range_pelvis_y,range_pelvis_z,range_rear_hip_x,range_rear_hip_y,range_rear_hip_z,range_rear_shoulder_x,range_rear_shoulder_y,range_rear_shoulder_z,range_torso_x,range_torso_y,range_torso_z,range_torso_pelvis_x,range_torso_pelvis_y,range_torso_pelvis_z,max_lead_hip_y,max_lead_hip_z,max_lead_shoulder_x,max_lead_shoulder_y,max_lead_shoulder_z,max_pelvis_x,max_pelvis_y,max_pelvis_z,max_rear_hip_x,max_rear_hip_y,max_rear_hip_z,max_rear_shoulder_x,max_rear_shoulder_y,max_rear_shoulder_z,max_torso_x,max_torso_y,max_torso_z,max_torso_pelvis_x,max_torso_pelvis_y,max_torso_pelvis_z,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz,bat_speed_mph_max_x
24_2,967.1885,456.4901,730.7968,639.0226,662.3023000000001,1493.5653,534.4791,292.4658,791.995,898.9916000000001,430.4166,391.1267,850.6207999999999,909.421,1880.1172,313.78139999999996,204.70649999999998,883.4266,368.7095,348.9778,623.1136,76.3383,441.2933,160.677,371.971,1100.7537,372.1757,133.7191,723.0656,118.3893,184.6733,185.4816,499.491,497.2888,1433.4629,152.8837,195.4038,816.4987,284.5462,213.7328,424.516,438.6188,-129.9873,248.3343,-146.2392,1281.8598,123.1614,112.6906,-600.0771,174.1533,-288.724,1782.2005,-7.8065,568.6061,394.5735,1158.6984,712.7677,462.8773,1790.0069999999998,67.8255
24_3,1004.4405999999999,577.8541,967.7047,638.7808,759.703,1169.5538000000001,500.366,376.13149999999996,756.5199,867.2803,442.5787,517.2042,664.4802999999999,719.8047,1876.2822999999999,341.77,265.7766,900.9494,430.1823,406.0704,567.1644,105.8166,479.0276,149.5554,320.3502,940.4895,330.6756,163.0479,696.8591,148.0294,166.4103,236.2666,435.6074,477.2127,1423.8706,180.5041,236.5487,848.8565,313.108,237.9383,383.1234,571.0198,-131.8318,264.7651,-156.5433,1401.8161,165.9729,174.4159,-659.7863,125.0713,-367.5636,1855.9083,-6.7906,702.8516,421.3084,1235.8432,834.2022,492.6349,1862.6989,67.8871
24_4,886.0896,501.6086,1004.89,750.9973,1027.4254,1595.7084,521.5029,329.0218,745.7474,823.1914,444.0007,418.2138,984.3071,733.0368,2151.3581,388.2098,257.1644,951.8773,391.8223,442.8265,805.2965,80.0192,388.5792,201.389,498.2777,1058.6797,367.4268,118.2999,670.1208,90.634,171.7199,205.5403,591.2415,452.1217,1653.0062,215.3181,234.1819,822.1306,280.8911,237.2012,567.9147,318.9882,-146.7802,257.8944,-153.3908,1049.8038,161.9873,240.8426,-675.0088,130.8613,-324.7752,1702.2959,-7.7446,465.76840000000004,411.28520000000003,887.8164999999999,915.8514,455.63649999999996,1710.0405,68.6049
24_5,992.1704,499.78679999999997,842.2671,597.8593999999999,1017.1877999999999,1505.1352000000002,551.1315,292.1695,752.0686999999999,925.2375,448.9383,414.2365,809.5671,610.2789,2091.8869,424.239,365.59250000000003,997.8079,445.29569999999995,360.0809,867.3581999999999,79.0313,359.3206,150.1349,510.905,1030.6726,371.8075,92.3756,683.1143,173.7904,185.1173,155.2111,448.6423,373.1311,1604.3778,240.2274,265.502,929.8365,328.2929,224.1104,498.4068,478.3676,-150.9102,259.5332,-114.5616,1183.4437,173.0723,239.3368,-701.7163,153.9986,-334.7208,1749.2668,-8.2289,629.2778,374.0948,1010.3714,941.0531000000001,488.7194,1757.4957000000002,68.6981
244_1,764.2825,405.7636,790.2984,986.8546,529.6908,1318.9452000000001,382.5727,353.0775,899.4791,561.8173999999999,306.139,353.0357,872.3208000000001,689.1316999999999,1541.3754999999999,253.993,208.2259,1040.2006000000001,242.5986,451.6915,628.7092,56.3006,304.3181,255.3226,152.268,908.7921,242.5396,91.2328,695.7795,42.0269,129.7799,196.2776,585.8005,500.1466,1135.1442,107.218,146.4564,987.9926,151.6029,303.5791,444.6265,205.6852,-100.117,218.047,-85.5208,741.8151,-8.49,66.0482,-657.7088,96.9024,-340.1472,1361.9364,-0.7198,305.8022,303.5678,750.3051,723.757,437.0496,1362.6562000000001,69.4503
244_2,790.2574,427.0064,811.197,1021.4787,585.7513,1576.1083,391.4492,434.0707,876.8292,571.5784,352.4207,369.7486,857.2025000000001,641.1033,1829.6074999999998,283.45439999999996,203.30990000000003,1063.3414,281.52,511.565,622.5316,68.6424,370.6714,312.5955,239.2685,1188.6899,268.7887,149.1018,727.21,42.6306,182.4341,158.4248,514.9863,470.0604,1219.5457,133.1854,120.5473,996.0505,175.7498,354.58,376.1062,146.4244,18.2058,-10.2191,-46.6291,718.1988,313.9782,57.6299,-654.2464,123.5819,-355.1569,1586.5053,-3.6127,128.21859999999998,36.410000000000004,404.2206,711.8763,478.7388,1590.118,68.3034
244_3,780.7570000000001,415.6396,780.5824,1192.747,714.2333000000001,1527.4027,347.13710000000003,406.7714,840.0366,540.1385,303.0222,373.2133,889.5779,595.1528,1692.5585,260.8973,208.5299,1032.0054,212.1293,453.4439,550.7832,64.2892,338.5429,333.8984,370.8147,1122.7798,231.6035,140.4146,691.0259,43.8302,142.9419,229.0224,569.0542,488.7976,1183.6337,133.4628,109.7456,962.2961,154.8382,300.9828,341.9305,194.649,-96.03,215.4303,-103.7986,720.9675,-8.4944,59.3495,-615.6205,148.8801,-340.3895,1349.542,-2.1749,290.679,319.22889999999995,729.4619,674.97,489.26959999999997,1351.7169,68.9395
244_4,597.0433,498.40189999999996,1012.7196,1002.4352,524.4159999999999,1393.2233,349.9512,417.7491,921.9437,602.8062,309.0155,446.3192,819.2018,635.2533,1500.5387,308.52200000000005,232.7643,1086.767,216.94209999999998,426.72450000000003,458.23260000000005,82.7698,441.6708,273.5326,211.1066,1026.9247,224.4628,156.6379,733.9175,42.9634,122.5643,230.3066,497.5353,456.6047,1073.7964,175.5003,148.8356,1032.0563,136.2154,254.1378,308.4725,187.34,-113.2648,214.3041,-99.7491,742.615,-11.8509,42.0067,-669.5712,105.352,-279.5554,1470.7848,1.4864,300.6048,314.0532,754.4659,711.5779,384.90740000000005,1469.2984,67.5877
244_5,716.9609,416.4117,900.4227,1082.8892999999998,556.0691999999999,1438.8600000000001,360.59839999999997,401.594,951.0319,639.7579,296.66700000000003,439.1163,998.8815999999999,686.0402,1698.2576999999999,298.29650000000004,213.2355,1098.3905,216.07940000000002,428.5734,673.0497,50.7935,406.6581,322.3062,164.4679,1044.9899,228.9009,147.6563,714.3741,67.5527,126.6463,216.9904,647.6605,489.1757,1207.8508,168.3086,148.1019,973.3091,145.1998,285.9838,454.171,182.151,-102.3802,213.848,-80.1451,768.546,-12.8335,44.064,-632.1888,78.4449,-340.9001,1580.128,-1.3941,284.5312,293.9931,781.3795,676.2528,419.345,1581.5221,68.185
244_6,809.8879,392.3631,825.9738,1151.5725,678.3695,1450.3005,356.70529999999997,431.5962,874.2344,593.7922,303.8342,431.8597,797.8114,571.9887,1821.9184,269.2722,201.2221,956.4134,197.3829,474.647,723.4478,45.7247,362.7822,305.8658,381.0124,1101.1636,238.5785,142.9905,690.0845,52.6157,159.2601,191.5037,543.1154,480.9602,1310.5126,142.9112,134.4546,894.4899,118.5365,368.5557,475.7022,164.6955,-91.1308,202.5701,-104.5831,757.6214,1.0931,74.5847,-606.3802,101.7788,-385.538,1584.9732,-2.2147,255.8263,307.15319999999997,756.5283,680.9649,487.3168,1587.1879,69.4354
244_7,792.4404,360.5802,873.4812999999999,927.5824,720.2474,1453.7205,420.3451,375.42920000000004,789.6884,585.6401999999999,342.1154,377.13570000000004,928.1936999999999,665.7931,1493.9692,261.4829,192.09570000000002,1009.3523,262.9537,481.51149999999996,574.2202,49.8533,417.8121,301.6227,336.6596,1049.9944,290.9703,114.4786,659.7062,48.5418,151.3052,145.7186,593.9291,500.9173,1038.0344,109.5281,111.9916,948.4161,190.0259,325.9543,395.0033,206.7504,-77.1011,196.2616,-74.7297,750.5595,-6.1792,21.5843,-579.9154,129.6067,-347.1199,1553.7302,-2.6138,283.8515,270.99129999999997,756.7387,601.4997,476.72659999999996,1556.344,71.2672
244_8,785.0385,426.1519,717.1968,1213.8944,595.2113999999999,1300.8405,414.1581,443.61359999999996,902.0638,681.8381999999999,353.6479,461.8772,749.7574,699.3498999999999,1859.7772,292.30899999999997,218.777,973.5301999999999,213.7844,537.2229,682.3221,41.5562,269.4614,354.8584,268.7154,833.5455,272.9019,168.099,691.3001,40.5867,133.2242,193.9805,428.9086,520.6273,1387.38,129.1472,120.7944,915.8615,148.9399,342.8175,500.8259,223.1864,-96.0934,158.6202,-62.8866,734.7506,-9.014,21.0389,-668.0489,118.8073,-325.3043,1687.0004,-0.9866,319.2798,221.5068,743.7646,689.0878,444.1116,1687.9869999999999,71.1497
25_1,874.9548,588.6104,898.5258,681.5708,626.2054,1053.1834999999999,329.0354,284.3226,1114.9454,657.5544,355.5591,458.0389,1282.7673,1152.1075,2309.9233,244.7884,267.0316,1014.4066,264.7756,532.7764,633.9092,111.4506,536.3995,244.2708,262.9608,797.8448,219.9056,72.2375,737.3757,129.6224,188.932,196.7793,783.3785,849.9222,1288.8853,171.9185,159.0876,874.375,189.8766,274.3893,476.4105,196.2516,-99.9353,221.7023,-168.4936,685.3503,-13.922,128.9968,-756.1404,209.8498,-461.7909,1447.6921,-7.2347,296.1869,390.1959,699.2723,885.1372,671.6407,1454.9268,57.6494
25_2,827.2711,522.4057,640.9384,856.3306,866.5803000000001,1457.9559,326.5049,336.2425,998.8607999999999,770.6376,309.39570000000003,659.9881,1508.5792999999999,1030.4333,2806.188,243.89319999999998,259.9431,964.3483,266.00509999999997,580.4677,407.6296,111.8096,329.9789,395.0057,424.2026,1081.7855,235.6358,113.7464,715.9103,169.2484,153.9305,398.4706,914.8427,786.2427,1558.6489,176.6693,148.8905,851.9583,210.5726,332.5788,255.0163,200.3966,-31.4173,236.3043,-132.9292,673.6294,9.1765,136.6742,-750.6877,188.6345,-440.7866,1331.9752,-11.9168,231.81390000000002,369.23350000000005,664.4529,887.3619,629.4211,1343.892,57.9052
25_3,778.9821,548.5011,766.1343999999999,872.7789,691.2371,1427.0387,336.5294,319.9126,980.1209000000001,731.6589,291.29179999999997,659.6904,1502.7718,1206.4295,2754.9085999999998,262.1105,256.1703,932.6988,254.82119999999998,526.681,426.5475,118.5829,455.1398,441.9564,224.3676,998.322,242.121,108.4719,689.6633,172.62,163.0921,341.1856,941.3135,840.4408,1648.1096,194.3139,174.4847,856.2198,191.4465,312.8336,261.4527,163.0014,-84.4985,233.2574,-143.9728,702.6457,-10.9897,103.7035,-642.2577,181.9874,-474.4165,1362.3273,-10.0454,247.4999,377.23019999999997,713.6354,745.9612,656.4039,1372.3727,57.1854
25_4,791.1611,592.9732,725.2755,776.9635000000001,682.4453,1265.8567,288.28650000000005,332.74580000000003,1016.3870999999999,795.6065,249.54319999999998,600.3063,1398.0987,1414.0006,2745.3399,243.5408,244.66209999999998,968.8636,222.88139999999999,475.5905,381.3977,114.8328,407.7079,330.9216,236.8525,878.0922,207.4276,137.5851,736.697,263.6404,136.1495,258.5324,851.2382,892.2299,1535.7188,188.636,189.5314,882.5307,172.1172,264.7752,244.791,198.3325,-100.7195,228.1095,-158.3436,678.5046,-6.2151,121.7522,-704.0719,211.8426,-463.2527,1477.1406,-8.3206,299.052,386.4531,684.7197,825.8241,675.0953,1485.4612,57.0072
25_5,794.3167000000001,551.8407,1003.5849000000001,804.0980999999999,569.8874000000001,1365.4101999999998,353.5732,350.865,966.6325,646.3224,366.5741,522.5696,1370.6716000000001,873.6385,3082.3023999999996,229.061,237.88100000000003,900.5228,317.9232,540.7348000000001,403.6032,85.2878,512.7358,357.3189,189.2853,1029.8718,248.6369,132.5774,610.2218,180.2244,196.6521,265.1977,838.5332,720.6801,1665.6118,172.2953,154.3283,704.8157,198.3497,315.2961,244.9213,235.1577,-86.9204,216.0816,-104.6681,683.1338,-2.3939,21.452,-650.495,223.7475,-388.1723,1319.1727,-2.2108,322.0781,320.7497,685.5277,671.947,611.9198,1321.3835000000001,55.7922
254_1,582.2896000000001,456.51079999999996,752.4283,480.8844,762.5623,819.3607000000001,282.21090000000004,235.1778,791.9007,531.1514,291.1047,665.9077,809.0914,821.9579,1654.7982000000002,208.55349999999999,133.1071,959.2783000000001,150.10559999999998,334.21139999999997,362.9922,57.8094,332.8088,152.9248,297.411,583.4686,179.8298,81.3159,735.3923,19.4536,95.5819,230.5255,480.0962,458.392,1018.1666,111.1323,129.2551,910.0633,111.9396,278.3957,208.3809,200.9254,-183.1833,186.5771,-64.7814,885.2296,28.4829,96.5623,-652.3759,189.5325,-473.6521,1703.1036,-46.2374,384.1087,251.3585,856.7467,748.9382,663.1846,1749.341,63.0482
254_2,761.4092,504.3669,805.0597,760.5895,629.893,1109.0403999999999,276.4683,427.5801,844.2286,572.8253,273.4735,744.4439,793.8811000000001,557.5999,2225.5968000000003,195.80720000000002,210.1058,1002.0005,153.7582,483.6374,450.5421,53.061,284.7288,260.9327,258.4907,776.4214,178.0456,105.5336,779.6562,54.3858,120.6476,229.104,471.027,366.4524,1634.641,78.1316,173.9529,947.7686,110.3296,402.3081,258.5643,208.6405,-87.5692,210.2991,-123.7205,910.3089,30.4698,44.7726,-670.505,147.7244,-380.8583,1366.7993,-30.5526,296.2097,334.0196,879.8391,715.2776,528.5826999999999,1397.3519,72.0304
254_3,616.9712,553.5332,785.1891,624.7905000000001,704.5814,1380.1073000000001,284.8402,292.6571,874.1915,611.1898,300.5336,589.1529,849.1738,745.5455,1271.5418,159.10649999999998,160.3768,1007.4547,196.74110000000002,371.0861,408.4319,89.0775,285.7793,245.041,292.8055,1062.3212,201.5517,98.0982,766.2277,55.899,108.3276,186.0787,492.702,405.3264,811.0863,74.916,136.2912,940.2865,143.0448,299.0508,230.1806,252.6248,-175.111,203.1453,-41.7289,877.9124,13.5246,59.099,-678.8605,165.0985,-390.1336,1463.25,-32.3612,427.7358,244.8742,864.3878000000001,737.9595,555.2321,1495.6112,71.1146
254_4,695.4676000000001,529.8271,828.9319,806.5763999999999,844.6187,1265.8686,283.4992,297.6951,887.5244,579.1318,360.4432,672.7086,1048.7337,759.9004,2682.8586,243.5757,271.8373,1074.7759999999998,194.6626,360.48470000000003,484.9354,62.6248,273.7325,331.4165,331.4399,880.8363,190.2404,98.9425,805.2662,28.2564,107.0064,248.2913,662.8105,378.3207,1791.0277,116.9728,220.4248,1006.9572,145.928,271.2925,268.6356,233.7374,-167.4328,213.4979,-117.6407,883.26,20.0174,62.7004,-722.2667,141.504,-397.3407,1569.5822,-26.5732,401.1702,331.1386,863.2426,784.9671000000001,538.8447,1596.1554,70.0133
254_5,597.4165,469.9561,985.2687000000001,578.5915,886.021,1211.3604,263.09569999999997,251.5039,852.4874,520.0318,319.7959,698.6377,910.2152,716.5249,2529.5473,268.0473,154.17849999999999,1024.1448,188.2691,373.6467,446.62760000000003,79.5908,342.8299,245.3638,394.6684,785.6171,178.8475,94.1091,734.8734,52.1703,91.3036,136.1631,600.9543,331.5729,1756.9344,146.9383,145.3886,962.9661,140.9976,260.2444,228.1231,202.4318,-131.6544,203.1252,-89.0692,893.0585,37.0863,89.8818,-720.1264,164.0222,-434.7002,1629.2556,-36.8711,334.0862,292.1944,855.9721999999999,810.0082,598.7224,1666.1267,65.8226
254_6,662.9292,554.1303,913.7855999999999,580.4123,982.4004,1382.1999,279.8473,302.69010000000003,864.2448999999999,598.2955,370.97860000000003,586.1334,922.031,827.0906,1765.7073,187.9294,163.8786,1040.892,185.8697,368.8519,486.6843,54.9274,397.4929,276.2504,402.7954,1068.3795,191.9765,82.2337,790.8244,46.6527,115.9237,139.6099,567.781,428.0507,1074.8756,91.4476,131.8069,980.332,131.9973,313.2081,257.1758,229.7251,-185.1442,209.043,-97.1095,895.1402,6.3565,77.7835,-667.2816,202.5421,-465.1685,1551.2428,-32.8132,414.8693,306.15250000000003,888.7837000000001,745.0651,667.7106,1584.056,69.531
254_7,711.1143999999999,539.5973,709.4519,571.1158,943.8017,1689.282,277.8559,331.97339999999997,874.5778,611.1243000000001,383.2923,555.0531,951.2447,834.9835,978.1247000000001,179.6471,207.44469999999998,1059.3408,178.5739,425.63919999999996,467.3759,78.0831,240.2836,278.3907,384.5399,1195.8442,188.5977,123.3469,795.6151,88.9592,118.0364,137.3991,610.2751,480.2393,551.3884,75.0968,157.7695,996.6365,111.5263,290.9,267.8643,235.4591,-170.8204,190.3601,-63.9537,891.734,1.4097,78.9942,-687.9307,188.0627,-473.138,1516.2345,-43.2408,406.2795,254.3138,890.3243,766.9249,661.2007,1559.4753,70.5254
254_8,534.186,443.4932,633.8945,716.8582,819.6315999999999,829.2092,266.132,222.70239999999998,782.9307,511.6955,249.06,663.447,877.4199,883.9258,1793.2557000000002,202.0505,171.9895,937.7613,199.5517,327.375,410.2471,40.817,223.0602,202.2721,298.3847,564.2527,161.9918,66.9922,721.7029,24.7444,73.3179,163.169,488.3786,490.4291,969.2168,96.3994,150.8936,882.4798,172.0019,253.9842,225.5801,199.8099,-165.3853,201.8446,-85.7816,874.2427,34.6094,64.6797,-572.9352,169.4261,-416.8916,1497.8649,-18.8893,365.1952,287.62620000000004,839.6333,637.6149,586.3177,1516.7542,60.9325
258_3,819.4717,565.5938,1697.9763,997.961,646.3525999999999,1265.2602,356.9447,288.8713,696.1086,789.7704,363.2165,1152.328,650.7,600.693,1882.5802999999999,257.3472,206.89729999999997,811.5382999999999,259.0175,345.9876,439.70489999999995,143.7733,447.6057,226.4286,172.587,937.2369,204.5249,108.6565,555.6953,232.4118,148.6558,148.0361,438.1447,450.2938,1275.3428,88.0905,139.7454,764.2125,131.1214,218.9219,317.8642,209.643,-169.859,288.36,-239.3125,932.659,-23.4392,79.6083,-491.2442,201.5464,-341.4821,1596.7697,5.2948,379.502,527.6725,956.0982,570.8525,543.0285,1591.4749000000002,64.3623
258_5,752.0595000000001,577.4747,1653.2573,810.9988000000001,378.39390000000003,1059.3351,330.3048,294.993,738.0121,645.7473,371.23749999999995,1085.0576,1099.6664999999998,584.0812,1828.3265999999999,236.801,259.1379,884.4332,207.7348,317.22090000000003,550.1882,138.5086,496.084,189.0781,134.8174,748.5005,189.5297,106.5998,615.2589,113.9073,139.2326,104.8719,782.0233,471.6429,1146.9692,70.3651,159.89940000000001,843.2427,85.9134,196.7002,372.9957,255.0139,-209.7456,222.4319,-232.713,925.4105,-45.074,111.6988,-547.3755,201.9845,-304.4999,1698.4072,5.6733,464.7595,455.1449,970.4844999999999,659.0743,506.48440000000005,1692.7339000000002,70.0775
263_1,2150.1023,1554.3700000000001,1741.7372,1098.8662,569.0157,1473.6716000000001,360.5061,423.3791,704.592,529.3114,312.1341,255.27190000000002,746.7534999999999,527.6867,3219.9304,262.8472,260.6061,873.5644,235.18099999999998,561.9434,673.394,113.4807,1437.9091,520.5831,423.0624,406.3867,238.535,133.8864,616.7497,39.1231,148.1086,118.3037,569.1578,57.1812,1819.7058,90.0838,226.5977,812.2352,131.6242,430.4262,308.4976,205.038,-114.2592,158.7763,-90.4909,927.7927,37.2327,68.8317,-541.4036,84.9892,-302.5986,1412.3492,-19.728,319.29720000000003,249.2672,890.56,610.2352999999999,387.58779999999996,1432.0772000000002,71.008
263_2,785.3324,490.63779999999997,612.1708,1222.1479,678.2546,1611.6283,383.2528,399.5454,728.5958,562.1256999999999,371.7623,298.8331,659.9831,540.0816,3478.6827000000003,252.7557,277.1225,867.5459000000001,251.6551,534.7154,714.8966,123.7652,266.1028,577.2762,441.9361,395.2697,274.9348,104.8873,621.9579,99.0115,161.8754,184.6255,459.406,63.1581,1754.0269,82.2778,237.0058,798.0913,115.0408,392.5459,331.279,202.6049,-152.7716,181.9072,-100.0256,943.9151,11.8284,74.9146,-566.604,104.5863,-307.5092,1304.8331,-21.5385,355.37649999999996,281.9328,932.0867000000001,641.5186,412.0955,1326.3716,69.5549
263_3,845.7067999999999,428.9471,586.7479000000001,1135.5967,639.3,1445.8581,375.6345,436.3878,747.6046,611.818,377.55100000000004,288.10699999999997,709.0803,511.4226,3108.6761,241.6004,270.5775,878.2122999999999,241.9937,556.9782,775.7270000000001,74.1486,268.8218,496.5373,442.1199,411.4969,262.069,125.2033,656.7664,76.2523,198.8135,132.2435,490.5652,61.3021,1636.353,70.7108,232.7296,813.3452,133.54,439.6536,356.6462,242.3913,-135.5823,163.5395,-80.804,977.4526,44.5404,71.8521,-610.8247,83.5234,-335.7335,1354.3333,-22.1643,377.97360000000003,244.3435,932.9122,682.6768,419.2569,1376.4976,70.4577
263_4,905.2177999999999,478.6631,587.7298000000001,1002.3342,810.25,1382.0740999999998,348.7857,432.8331,782.6631,671.6984,414.4167,303.015,975.636,926.0617,2725.7286999999997,197.4907,257.1726,920.7844,230.6677,607.6929,766.5577000000001,110.745,276.1338,410.7291,518.3715,432.4838,235.8122,109.702,672.1288,119.088,191.6263,142.9556,587.0879,272.796,1565.5682,61.6946,203.6628,858.1619,96.4334,450.9586,365.2745,207.761,-146.8552,173.8412,-70.3026,983.4142,18.785,73.8066,-514.0649,103.7594,-297.6879,1357.7728,-22.0243,354.6162,244.1438,964.6292000000001,587.8715,401.44730000000004,1379.7971,67.9294
263_5,819.619,446.44149999999996,690.4951,1049.9664,658.3037999999999,1324.3783,397.29150000000004,440.8437,741.6024,530.635,397.66110000000003,296.644,634.9523,506.0119,3135.0897,286.0955,292.1953,877.0931,248.0923,548.8480999999999,705.9581000000001,82.1074,316.8843,477.2526,441.0044,438.8218,285.6333,147.3492,639.3188,59.1267,186.0795,131.3606,469.817,105.6338,1725.4254,104.8826,253.3143,813.783,161.4569,426.6414,311.7234,216.5113,-157.9502,188.1576,-91.6239,944.6411,13.348,78.9327,-578.415,89.3529,-310.1952,1401.4124,-20.3895,374.4615,279.7815,931.2931000000001,657.3476999999999,399.5481,1421.8019,66.7524
263_6,753.1819,483.53959999999995,669.3569,961.9832,669.5756,1475.3297,366.2175,379.36969999999997,713.3648000000001,555.4487,389.5551,282.6305,727.3778,507.1327,3006.4135,237.58780000000002,271.3612,836.788,243.1029,470.12519999999995,636.9523999999999,86.0821,309.809,397.4932,445.6257,446.8599,280.4781,120.662,643.6376,109.6113,130.9753,97.7545,513.1899,38.7916,1747.4275,66.4792,237.0463,787.0276,116.366,366.0934,303.1045,197.1272,-123.75,178.3596,-77.9286,929.0581,6.2726,58.5466,-529.9589,56.6309,-335.7964,1265.5368,-17.5675,320.8772,256.2882,922.7855,588.5055,392.4273,1283.1043000000002,69.4095
263_7,805.5938,476.4196,602.9573,1016.2956999999999,643.4838,1504.4592,368.6737,397.5533,735.5366,527.739,363.3881,378.9198,692.469,571.4317,3109.1835,272.807,315.7021,883.9319,232.3983,544.1227,688.751,88.6735,253.377,467.0682,424.9018,430.7418,241.7366,110.1502,656.2614,69.0725,140.2406,162.8441,484.7971,106.0451,1420.8815,104.5103,273.7756,840.6874,138.4117,373.0562,303.0352,214.5387,-157.1154,198.7771,-87.7432,885.261,11.7083,65.0151,-638.9893,100.8523,-373.0397,1436.8119,-20.6393,371.65409999999997,286.5203,873.5527,704.0043999999999,473.892,1457.4512,69.4094
263_8,831.6544,490.70709999999997,579.5019,936.7645,662.3875,1363.5729000000001,364.036,477.0046,761.7871,646.1299,423.8153,248.12510000000003,965.1581,593.8163999999999,3288.9377999999997,220.8469,251.2604,889.1978,205.56959999999998,559.5160000000001,848.6877,99.2748,268.3452,493.9176,433.2197,369.1204,228.1311,154.9917,647.0937,102.2826,203.3963,114.802,711.6211,106.788,1720.28,72.1478,209.65,818.09,117.4857,425.3081,431.8308,212.0361,-181.568,186.9582,-55.8042,952.1936,9.6416,77.3954,-619.1671,69.8396,-354.4307,1494.5224,-21.4257,393.6041,242.7624,942.5519999999999,696.5625,424.2703,1515.9481,70.5276
265_1,1023.0771,565.3602000000001,1074.2696,985.3826,675.4053,890.9246,461.5739,350.4777,863.3689,674.3325,486.37829999999997,932.3141,930.2845,428.7431,1245.8758,375.5818,284.8131,1292.6222,455.6578,526.97,740.8581,142.058,563.6512,359.4946,361.3983,286.5918,246.2065,113.9408,715.3522,70.3561,208.8652,215.5428,588.3081,75.2502,526.2199,119.7726,224.3511,1016.9103,289.6764,351.527,490.7447,215.3837,-133.7362,151.9267,-30.8906,823.6785,65.1578,98.8305,-683.2746,290.6616,-466.6656,1759.0263,-16.5202,349.11990000000003,182.81730000000002,758.5207,782.1051,757.3272,1775.5465,68.6022
265_2,1054.6175,529.8886,1171.3868,1135.9348,410.3786,823.8741,470.27009999999996,421.8845,828.8457,762.1477,543.1809,895.6541,865.2771,428.70619999999997,1839.9301,338.9076,267.4208,1190.5955999999999,501.6998,486.04830000000004,644.3149,134.3339,542.6522,496.2084,200.0592,325.5138,254.22,171.1237,744.1387,94.9809,211.3013,167.083,503.4203,64.5332,582.228,104.0411,234.7753,1045.1073,296.8603,334.2124,376.8357,219.0025,-88.3705,179.7068,-121.2395,827.3275,0.1821,52.8965,-710.8212,270.1816,-400.2329,1639.0349,-9.3707,307.373,300.9463,827.1454,763.7176999999999,670.4145,1648.4056,66.2941
265_3,1121.1824,561.5978,998.5192,1109.7843,569.6602,1054.2995,440.4392,431.94820000000004,818.7841,686.0281,546.2824,1126.0711000000001,734.3333,454.2306,1334.5184,311.7424,274.2425,1113.3242,432.7192,519.5737,702.2871,152.061,514.8514,406.1885,139.7189,315.8488,237.4816,164.6258,712.92,76.9967,213.2102,388.5529,386.0434,181.5427,612.123,85.9483,215.4738,973.025,235.2955,326.5751,429.7629,211.6405,-117.7803,168.2948,-139.5595,815.1914,4.3707,108.2454,-659.1945,313.7211,-393.9415,1726.0107,-17.5707,329.4208,307.8543,810.8207,767.4399,707.6626,1743.5814,64.146
265_4,989.5656,542.226,1116.496,911.4315,830.9627,1026.7830999999999,445.0218,338.2195,962.1009,808.4415,498.219,1011.6076,760.3603,550.0422,1166.3175,370.3373,263.561,1282.5304,659.1505,524.28,574.271,152.6386,604.2523,246.6893,247.4858,478.0678,251.4881,106.3577,722.7744,176.5644,208.5593,371.5154,428.8972,226.0973,481.6237,133.063,233.1032,999.9415,274.0748,345.9999,333.8925,213.9929,-119.0193,161.5875,-168.0863,838.6765,-7.6905,89.5695,-661.6145,303.3871,-414.762,1772.8753,-20.2043,333.0122,329.67380000000003,846.3670000000001,751.184,718.1491,1793.0796,63.7059
265_5,1084.3639,615.8364,1145.5039000000002,517.92,742.3245,987.802,382.8168,342.36480000000006,807.5571,661.7085,522.3281,1011.8345999999999,999.1197,655.3234,954.3035,248.2946,368.7219,1364.8105,462.22839999999997,489.7243,619.9435,179.2246,569.628,20.8729,131.0096,313.7998,182.9426,81.6937,694.8897,99.5752,196.4538,481.8969,502.3663,239.2001,358.8712,73.1076,256.9743,1040.0199,277.2734,366.788,371.1572,222.0959,-139.5848,125.0281,-81.9438,843.7191,-11.7407,47.5664,-628.3786,347.4855,-428.8138,1690.1999,-7.5495,361.6807,206.9719,855.4598,675.945,776.2993,1697.7494000000002,67.0391
